tweet,Perbaikan
@collegemenfess Sebelum pandemi yang namanya PTM juga mahasiswa dateng ke kampus walaupun itu jauh. Maaf ya agak salty tapi ya emang gini konsekuensinya. Dan emang ini yg namanya perjuangan. Dari sini tau kan?,sebelah pandemi namanya ptm mahasiswa dateng kampus yaampun jauh maaf agak salah emang konsekuensi emang namanya perjuangin dari tau
"@yessgurl_ AKU PTM UDH DARI LAMA TPI MULAI HARI INI DARING LAGI, HAMPIR SELURUH BALI SERENTAK
MENGECEWAKAN MURID SJA😞",aku ptm sudah dari lama tai mulai daring lagi mampir seruh bali serentak mengecewakan murid saja
@sleepyfumii udah ptm bagi yang dibolehin,sudah ptm bagi dibolehin
"PTM itu kenapa gadibuat sefleksibel mungkin aja, zaman udh mulai bergesar jadi mau gamau harus adapt dengan cepat begituuu. Toh klo jadi daring sementara gamengubah prinsip bahwasannyya pendidikan harus dilaksanakan scr langsung krn kita blm siap scr daring, khusus wil lgi tinggi https://t.co/KP2dxSELfc",ptm dibuat sensibel mungkin aja taman sudah mulai bergetar jadi mau gamau adaptasi cepat begitu kalau jadi daring sementara mengubur prinsipil bawaannya pendidikan melaksanakan secara langsung karena belum siap secara daring keurus mil lagi tinggi
"@gongtcng BENER tiap malem aku bobo 12 jam 👍👍 okeee TAPI JANGAN PAGI AKU MSIH PTM, SEMANGAT YA KAKA KURY  ♡__♡",bener tiap malem aku bobo jam okay jangan pagi aku ptm semangat
"@convomf ptm, males banget",ptm males banget
"1 minggu ptm, 1 minggu belajar di rumah. tp kl belajar dirumah rasanya kaya libur 😶",ptm belajar rumah kalau belajar rumah rasanya kaya libur
"[cm] menurut kalian gimana, aku juga pengen ptm,  tapi daerahku jauh dan kampus nerapin sistem zonasi, apakah aku harus nekat iku ptm? terimakasih semuanya https://t.co/26fkJL1Dj0",cuma menurut kajian aku pengen ptm darah jauh kampus nerapin sistem nasi aku nekat ikut ptm terimakasih semaunya
ptm 50% sesinya pake ganjil genap biar bisa kalo praktek sekelompok sama doi xixixixixi https://t.co/dc0gOnbdle,ptm sedihnya pakai ganjil genap biar kalau praktek kelompok sama doi xixixixi
Sekolah pjj/ptm ?,sekolah pjj ptm
"@fadlizon Saya termasuk orang yg antusias dgn PTM, tp kondisi sekarang ngeri² sedap jg.  Tiap anak pulang sekolah trs ngeluh sakit kepala pikiran dah kemana².
Krna ada ada teman sekelas anak saya yg terpapar minggu kemaren.",saya termasuk antusias ptm kandis sekarang ngeri sedap tiap anak pulang sekolah ngeluh sakit kepala pikiran dah semata karena ada ada teman sebelah anak saya terpapar kemarin
alhamdulillah masih ptm:) https://t.co/bqzbdDb7Yh,alhamdulillah ptm
"@minjuting Iya disekolah udah nugas, balik nugas lagi:&lt; biasanya kalau pjj paling nugas ampe sore ~ selesai , ini ptm kek balik sekolaj nugas lagi.",iya sekolah sudah lugas balik lugas lagi biasanya kalau pjj paling lugas sampai sore selesai ptm kayak balik sekolah lugas lagi
@yusufgunawan Masih maksa PTM @PemkotMalang ?,maksa ptm
CUMA GW MAU PTM YA ALLAH https://t.co/aoqSbMuSkC,cuma gue mau ptm allah
"RT @ariestarico2: Evaluasi PTM harus benar benar dilakukan secara selektif dan terukur.

Jika memang harus ada evaluasi pelaksanaan PTM, se…",evaluasi ptm benar benar selektif terulur memang ada evaluasi pelaksanaan ptm
"Lah yaudah si wkwkw kok pada heran sama yg mau pjj, lu kalo seneng ptm kaga usah maksa2 orang buat suka ptm juga lol. Beda skolah, beda pengajar, beda cara belajar, tai. https://t.co/UWMm3qGsew",yaudah wkwk heran sama mau pjj kalau seneng ptm usah maksa buat suka ptm lol beda sekolah beda pengajar beda tara belajar tai
"ya Allah smoga senin ptm pls, gue sgt lh cpek dgan pjj ni. cuma egk mwu egois klo nie virus sdank merajalela",ya allah semoga ptm pls gue sangit capek pjj cuma mau egois kalau virus sedang merajalela
@httpsnctjeno SAMA PLIS. Padahal udah seru ptm ya😔,sama plis sudah seru ptm
"@jokowi Jangan Lupa PTM 101 persen.. jangan dilonggarkan.. wkwkwkw
Biar JUTAAN ORANG OMICRON PER HARI..wkwkwkkw",jangan lupa ptm persen jangan longgarkan wkwk biar juragan omicron wkwk
gue mau full PTM anj bukan 50% PTM!!!,gue mau full ptm anjing bukan ptm
"Ya kali tgl 14 feb udah disuruh PTM, tuh bocah2 mending kalo udah divaksin, lah ini vaksin aja belum ada yg buat 5th kebawah 🥲, sekolah aneh

Maksa banget sih ckckck",yakali tanggal feb sudah disuruh ptm bocah mending kalau sudah divaksin vaksin aja belum ada buat kebawah sekolah aneh maksa banget ckck
"@subschfess Ptm, karena kalau ptm materi diterangin langsung sama guru, alias jadi ngerti, ga sebego waktu pjj",ptm karena kalau ptm materi diterangin langsung sama guru alias jadi ngerti bego pjj
"@schfess 50% deh. Sebenernya lebih suka PTM 100% cuma keadaan ga memadai, jadi 50% aja :(",deh sebenernya lebih suka ptm cuma keadaan menodai jadi aja
SEMOGAA PTM TRUS🙏🏻 AMIN AMIN😔,semoga ptm amin amin
"RT @DokterAri: Setuju PTM ditunda sampai 1 bulan ke depan,penularan memang bisa terjadi saat disekolah,ini terjadi pada kerabat kami,anakny…",setuju ptm itunya sampai penularan memang terjadi sekolah terjadi kerabat anaknya
semoga sekarang bukan hari terakhir PTM 😔,semoga sekarang bukan ptm
Terimakasih untuk ptm sebulannya welcome Season 2 🙌🙌,terimakasih ptm welcome sesalan
morning moots!!! akhir akhir ini ptm banyak banget tugas,morning moots ptm banyak banget tugas
"@SEORYOUN9 @schfess nah iya ini, aku udh kelas 12 dan bener2 butuh ptm 100% sedih bgt baru aja sebulan ngerasain 100% udh pjj lagi:((",iya aku sudah kelas bener butuh ptm sedih banget aja sebulan ngerasain sudah pjj lagi
Padahal dahh nyaman ptm sekarang daring lagii njirr😭,dah nyaman ptm sekarang daring lagi njir
"Udh paling bener PTM 50% aja ga sih,ini ke 2x nya sklh gua PJJ (lagi) setelah beberapa minggu PTM 100%",sudah paling bener ptm aja sekolah gua pjj lagi sebelah beberapa ptm
@lovxeezrt udah sarapan? hari ini daring atau ptm? di jaga semangat nya okee!! happy friday 🤸‍♀️🤸‍♀️,sudah harapan daring ptm jaga semangat okay happy rida
"Baru aja kmrin bahagia krena ptm ,skrg udah pjj lagi",aja kemarin bahagia karena ptm sekarang sudah pjj lagi
"DEMII TD AK KESIANGAN BANGUN, KIRAIN PJJ TETNYATA PTM SKRG 😭😭😭",aku keriangan bangun kirain pjj ternyata ptm sekarang
@_supra_ @fadlizon @jokowi @aniesbaswedan Kewenangan penghentian PTM di kepala daerah. Trus anies minta luhut yg hentikan PTM. Yg dungu siapa? 🤣🤣🤣,kewenangan menghentikan ptm kepala darah anies minta luhut hentikan ptm dungu
semaleman nangis sampe mata kayak kodok. ni gimane ceritanya ptm dngan mata smbab spt kodok 😩🤒🙂,semalaman nangis sampai mata kayak kodok ceritanya ptm mata sembab seperti kodok
💙 ppp hari ini aku ptm terus ga mandi karena bangun telat banget,aku ptm mandi karena bangun telat banget
@schfess PTM 50% kalo masuk semua ribut kalo PJJ SMK ngga bisa praktik,ptm kalau masuk semua ribut kalau pjj smk praktik
"@gloriovvs Iy ih, pdhl uda nyaman ptm😭😭",iya ihh sudah nyaman ptm
"RT @samsularifinnnn: Bagi perusahaan yg menerapkan test &amp; tracing dgn  baik.. disaat prokes yg kendoorrrr, PTM 100% ini sgt2 mempengaruhi p…",bagi perusahaan menerapkan test tracing baik prokes kendor ptm sangit mempengaruhi
"@subschfess plissss gue gak bisa belajar pjj, selalu aja ada halanganny klo lg mau belajar. tekanan batin pula di rumah, pokonya sikon di rumah ga mendukung utk pjj. gue prefer ke ptm, selain jd gampang ngerti jd ky ada semangat lebih gitu, pulang sklh nyusun rencana smp rumah kerjain apa gt",plis gue belajar pjj selalu aja ada sayangnya kalau lagi mau belajar tekanan batin puja rumah pokonya situasi kandis rumah mendukung pjj gue prefer ptm selain jadi gampang ngerti jadi kuy ada semangat lebih pulang sekolah nyuruh rencana smp rumah kerjain
@mvurxli pdhl ptm lebih seru:(,ptm lebih seru
"Gw tu ngedukung PTM ko.. cm ga semua ortu yg ngedukung PTM ngasih anaknya fondasi yg kuat bwt bermasker.. itu yg bikin sebel siihh.. akhirnya cm pesen ""jangan deket2 aman temen kakak yg ga pke masker. Itu namanya ga bertanggung jawab""",gue mendukung ptm cuma semua tua mendukung ptm ngasih anaknya fondasi kuat buat masker sebel akhir cuma pesan jangan deket taman teman pakai masker namanya tanggung jawab
@schfess W sih setuju ptm 50% sama pjj 🗿,setuju ptm sama pjj
"@subschfess Ptm, krn udah mau deket2 daftar sman jdi belajarnya hrs bener bener bisa paham🥲",ptm karena sudah mau deket daftar iman udi sewajarnya bener bener paham
"PTM gpp siihh asal full mask, no minum n no makan di sekolah.. lah ini pas gurunya ngejelasin aja maskernya diturunin.. ada anak ga pke masker ga dpt sanksi jg.. yasalaaaam.. welcome Omicron 🙃🙃",ptm asal full masker minum makan sekolah lucunya dijelasin aja makanya turunan ada anak pakai masker dapat sangsi masalah welcome omicron
"@satriohendri kl yg ini akuh gak setuju dulu ya sm pak Anies, maaf pak @aniesbaswedan  lanjut PTM! Yok yok pintar anak2 generasi muda, jd pintar biar gak gampang dijajah sm 'penjajah lokal rasa kolonial'",kalau aku setuju sama anies maaf lanjut ptm ok ok pintar anak generasi muda jadi pintar biar gampang dihajar sama pengajar akal rasa golongan
@haitanisfavo Sedih lihatnya:(( pdhal seruan ptm gak sih?,sedih jahatnya keruan ptm
@jjaehyu_k Ahhhhh enak bgt ptm,wah enak banget ptm
"klo ptm wajib, kalo daring ya engga https://t.co/TTnUfktror",kalau ptm wajib kalau daring
"Selama ptm banyak banget tugas kelompok😭
Hari libur kayak gak ada rasanya gara2 kerkom terus😭",selama ptm banyak banget tugas kelompok libur kayak ada rasanya gara kerja kelompok
ngomong doang tanggal 4 ptm asu lo,ngomong doang tanggal ptm asu
"@convomf ptm dan ""mungkin"" besok senin masi ptm juga sie tapi 50% 😔",ptm mungkin besok ptm pie
pdhl baru aja seneng ptm 100% skrg ginj lagi😔,aja seneng ptm sekarang lagi
"@jjaehourly42 2in
Mls plss udh nyaman ptm😭",mls pls sudah nyaman ptm
"@chewbaacaa makasiii, enakan PTM 😄",makasih enakan ptm
KACAU HAJSJSJSJSJS PLIS GA PENGEN DARING LAGIIIIIII AAAAA UDAH NYAMAN PTM PLS PLS PLS 😭😭😭😭😭,kacau asosiasi plis pengen daring lagi yaaaa sudah nyaman ptm pls pls pls
dahal dh enak ptm 100% 😖,sudah enak ptm
"@subschfess tergantung, kalo ptm lebih masuk materi nya dan bener2 'belajar' dan bisa ketemu temen, kalo pjj lebih teratur aja buat belajar utbk sendiri tp kebanyakan tugas sih..",tergantung kalau ptm lebih masuk materi bener belajar ketemu teman kalau pjj lebih teratur aja buat belajar stok sendiri kebanyakan tugas
"@rbytriur baru semalem dikasih kabar mendadak banget, ptm 50% ikut aturan pemerintah..
padahal aku udah ngerencanain banyak buat hari ini:(",semalam dikasih kabar menyadau banget ptm ikut aturan pemerintah aku sudah ngerencanain banyak buat
sepertinya hari ini terakhir ptm tapi kenapa hrs ada ulangan fisikaaaa harusnya mah santai santaiii,sepertinya ptm ada ulangan fisika mah santai santai
"@schfess Gue kyknya otw pjj si, semoga aja rencana ptm 100% gajadi",gue kayaknya way pjj semoga aja rencana ptm gajadi
"ptm tu malesnya klo pas lg siap siap aja si... skrng udah agak gapapa ptm, yg dr awal pertama kali sekolah takut bgt kalo ptm😭",ptm balesnya kalau lagi siap siap aja sekarang sudah agak ptm dari awal bertapa sekolah takut banget kalau ptm
@convomf aku masih pjj wkwkw harusnya minggu ini udah ptm tapi lagi rawan jadi ptmnya pas bulan maret,aku pjj wkwk sudah ptm lagi rawan jadi itunya maret
pas awal ptm 100% aku uninstall gcr. udah pede bgt bakal ptm terus. sekarang balik pjj jadi mesti install gcr lagi😭,awal ptm aku nistaan gcr sudah pere banget bakal ptm sekarang balik pjj jadi meski natal gcr lagi
"udah nyaman ptm mendadak pjj lagi, hdhhhhh 😭👎",sudah nyaman ptm menyadau pjj lagi hadeh
"orang orang pada pjj, gue kayaknya mau ptm, soalnya ngadain survey belajar luring",pjj gue kayaknya mau ptm soalnya ngatain sorry belajar luring
anjgg malu banget setann gua ke lapangan tapi ternyata ptm di berhentikan anjggggggg PANTESSS banyakk yang puter balekkk oasuuu,anjing malu banget setan gua lapangan ternyata ptm berhentikan anjing pantes banyak pinter balik asu
@xxrbcot YA GUE NANYANYA PJJ APA PTM BLOKKKK. GUE GA NANYA MASALAH LPJ. BTW GUE MUAK BANGET ANJ SAMA KATA LPJ,ya gue nanyanya pjj ptm goblok gue nanya masalah pa way gue muak banget anjing sama kata pa
@pojokmojokerto adduh gmn ya sekolah ku malah full 100% ptm udh tanpa sesi arek e ya ndablek dikls gak gae masker:(,aduh sekolah malah full ptm sudah sesi trek ndak kelas tae masker
"pgnn sii pjj, tapi jangan tbtb hari iniii😫😫 maunya senin ajaa, skrg masi enak ptm",pengen pjj jangan tiba tiba maunya aja sekarang enak ptm
"@JiminJake27 Iyaaa banyak pasti, memaksakan sekalii buat ptm",iya banyak pasti merasakan sekali buat ptm
"@jokowi sudah melonjak pak, anak buah bapak, pak Luhut malah nolak anies meniadakan PTM 100%, kan udah ngomong kenaikan BOR 3x lipat diluar negeri dibanding delta, pas delta aja kita hancur pak gimana nanti, mbok ya omongan itu konsisten pak. Emg Covid ada obatnya ? Ngga ada pak",sudah menonjok anak buah bapak luhut malah tolak anies meniadakan ptm sudah ngomong kenaikan bom lipat keluar negeri sebanding delta delta aja hancur nanti mabok omongan konsistensi emg covid ada otaknya ada
"@Muljati Iya
Makanya di gelombang ketiga ini, kampung banyak banget yg kena. 
Emang gejala ga parah sih, tapi ngeri kannn. 
😭
Mana tetep PTM 100%
🤕",iya makanya gelombang kampung banyak banget kena emang gejala parah ngeri tetap ptm
@convomfs masi ptm.. gasiap daring lagi seriusan,ptm gasiap daring lagi keriuhan
"masi agak gimana gitu yang hari ini awalny ptm langsung dibatalin jadi pjj, tapi.. ah sudahlah",agak awalnya ptm langsung dibatasi jadi pjj wah dahlah
"RT @mouldie_sep: Ada satu sekolah di Bekasi
PTM ditutup pemerintah
Tapi tetep masuk
Ngga usah pake seragam
:(

Kenapa tetep PTM? Karena mos…",ada sekolah bekasi ptm ditutup pemerintah tetap masuk usah pakai seragam tetap ptm karena mos
@hnurwahid @aniesbaswedan lha orang dari pertama PTM terbatas. SMA 28 pasar minggu ud dari minggu kemarin PJJ krn covid,dari bertapa ptm terbatas sma pasar udi dari kemarin pjj karena covid
@convomf daring njir..baru sebulan ptm yang smst 2.. anjirlah,daring njir ptm semester anjir
@schfess MENDING PTM 50% PLIZZZ:) saya gamau sepenuhnya pjj kek gini.,mending ptm plis saya gamau sepenuhnya pjj kayak
"tau dah terserah ptm pjj gajih gue tetap full, tapi jujur gue kesel masa iya baru juga 2 hari ptm masa tiba tiba pjj lagi bisa nangis anak anak ku di kelas 😭😭😭 https://t.co/i0tsq5kKMw",tau dah terserah ptm pjj gajih gue tetap full jujur gue kesel masa iya ptm masa tiba tiba pjj lagi nangis anak anak kelas
ptm capek tugasnya lebih byk,ptm capek susahnya lebih banyak
@wonrikclouds dr minggu kmrn udh tp gk tau deh ktnya mingdep ptm lg,dari kemarin sudah tau deh katanya ptm lagi
"ucap siswa yang malas2an
 
gua sebagai mahasiswa yg susah masuk materi nya kalau daring cant relate. bgst buruan ptm, gua benci di rumah terus https://t.co/imY5X6CWEm",ucap siswa alasan gua sebagai mahasiswa susah masuk materi kalau daring cant rela bangsat buruan ptm gua benci rumah
"@fahiraidris @rmol_id Betul. Ribut2 doang soal sdh masuk gelombang 3, tp anak2 sekolah yg msh imut2 tetep mash PTM",betul ribut doang soal sudah masuk gelombang anak sekolah imut tetap ptm
"hari ini hari terakhir ptm seminggu berangkat seminggu nggak, minggu besok udah mulai ptm selang seling hari hhhhh loyo",ptm berangkat besok sudah mulai ptm belang saling haha topo
"RT @PartaiSocmed: Pak @jokowi, DPR saja sudah melakukan pembatasan aktivitas mengapa kebijakan sekolah wajib PTM 100% belum dicabut? Apa ha…",dpr saja sudah melakukan pembatasan aktivasi mengap kebijakan sekolah wajib ptm belum cabut a
"sedih bgt PTM 50% :( pdhl seru bgt kalau 100%, tch mana absen 1-18 dluan. aku absen 16 njer 🙂",sedih banget ptm seru banget kalau sch absen duluan aku absen anjer
"RT @nynov: @CNNIndonesia Dzalim ya pak luhut ini, anak saya yg masih sd dipaksa ptm 100%, ortu ga dikasi pilihan untuk pjj, padahal sudah a…",zalim ya luhut anak saya sd dipaksa ptm tua dikasih pilihan pjj sudah
"RT @Mey_elyaser: @CNNIndonesia Daerah tetangga DKI saja PTM dihentikan tanpa minta izin pusat, sementara yang DKI sudah minta izin malah di…",darah tetangga dki saja ptm dihentikan minta izin pusat sementara dki sudah minta izin malah
"@francmohede @aniesbaswedan tempo hari pak luhut bilang klo mau selamat ikuti aturan pemerintah. nah skrg ajuan ptm distop malah ditolak, resiko penularan pasti kian banyak, resiko hospitalisasi juga naik.",tempo luhut kalau mau selamat ikut aturan pemerintah sekarang akuan ptm distop malah ditolak resiko penularan pasti kiat banyak resiko spesialisasi naik
"@schfess makanya aku lebih suka ptm, walaupun tugas tetep ada hapalan jga makin banyak tapi aku ngerti ga kek pjj taunya nyatet terus, keriting jari ku😭😩",makanya aku lebih suka ptm yaampun tugas tetap ada khayalan makin banyak aku ngerti kayak pjj taunya nyet kerising jari
"@schfess aku mau ptm tuh karna kalo ptm gurunya menjelaskan dan aku pun jadi paham, kalo pjj gurunya cuma ngasih tugas tanpa ngasih penjelasan, jadi setiap materi kita cari sendiri materinya ga  guru yang ngasih, tugas juga semua nya nyatet   terus jarang yang  ngasih soal,  makanya cont-",aku mau ptm karena kalau ptm lucunya penjelasan aku jadi paham kalau pjj lucunya cuma ngasih tugas ngasih penjelasan jadi setiap materi cari sendiri materi guru ngasih tugas semua nyet jarang ngasih soal makanya contoh
"semester 1 pilih ptm, tapi semester 2 pilih pjj karena lebih banyak waktu luang buat belajar utbk T-T https://t.co/VLXkE3UGsk",semester pilih ptm semester pilih pjj karena lebih banyak luang buat belajar stok
"@fadlizon Lebih anehnya lagi Bang @fadlizon dan Pak @msaid_didu, Mahasiswa sampai sekarang tidak juga disuruh PTM? Takut Mahasiswa konsolidasi demokrasi untuk demonstrasi?",lebih anehnya lagi bang hidu mahasiswa sampai sekarang disuruh ptm takut mahasiswa konsolidasi dekorasi demonstrasi
@schfess gapapa 50% ptm yg penting materi lebih masuk ke otak huhu,ptm pending materi lebih masuk otak huhu
@TofaTofa_id Dampak dr imlek mall full..pengusaha puas mengeruk untung...skrg mulai ada aturan di jateng mulai tgl 7 feb smp 2 mgg ke depan..sklh PTM...ngalah daring lagiii,dampak dari telek mall full pengesahan puas mengerut untung sekarang mulai ada aturan jateng mulai tanggal feb smp sekolah ptm ngalah daring lagi
"@schfess iya, asalkan jangan pjj, PTM 50% aja si",iya abaikan jangan pjj ptm aja
"anjing gua dibangunin pagi tadi pas mau mandi dapet info ptm udah tutup, daring lagi",anjing gua dikangenin pagi mau mandi dapet info ptm sudah tutup daring lagi
