,tweet,clean_text
684,"@CNNIndonesia PTM itu wilayahnya MenKes...... lah kok bapak itu yg bicara PTM.....
Bpk itu Menteri ASU ( Ahli Semua Urusan )...
Sepertinya manusia itu yg tersuper di Republik ini....Demi ALLAH SWT Tidak perlu percaya dengan Omongan bpk itu titik",ptm wilayahnya menkes bicara ptm menteri asu ahli semua urusan sepertinya manusia tersuper republik allah swt perlu percaya omongan titik
685,"JNCKKKK GW BARU NYAMPE SEKOLAH UDH DISURUH PULANG GARA"" GA JADI PTM",jancuk gue nyampe sekolah sudah disuruh pulang gara jadi ptm
686,"@Najaejun__ engga, ini karena ada perubahan. ptm nya jadi 50% lagi, terus jadwal baru belum ada, makanya jum'at pjj dulu, senin ptm 50% lagi, ganjil genapðŸ˜žðŸ˜ž",karena ada perubahan ptm jadi lagi jadwal belum ada makanya pjj ptm lagi ganjil genap
687,Guis bekal sekolah buat adek yg ptm hari ini~ untung besok libur jadi gaperlu bikin bekal hehehehehe https://t.co/YFJWpnlINQ,guys bekal sekolah buat ptm untung besok libur jadi gaperlu bekal
688,"@blberriee gue sibuk sekul nih, PTM BIKIN CAPEKK ISHHðŸ˜©",gue sibuk sekolah ptm capek ish
689,@hamtchajin HSGAHW KAKKK KEMAREN MALEM TUH YAH aku pegel bgt tapi gamau tidur gituu. Kaya ga ngantuk gitu. Padahal paginya aku ptmðŸ˜­ tapi habjs nge twit itu aku bobooo,hsgahw kemarin malem yah aku pegal banget gamau tidur kaya ngantuk paginya aku ptm habis aku bobo
690,@skywrxv AAAAA SEDIH BGT UDH NYAMAN PTMðŸ˜­,aaaaa sedih banget sudah nyaman ptm
691,"ptm gue 50% kembali ke sesi sesian, ketar ketir ga se sesi ama cc gue ðŸ˜­ðŸ˜­",ptm gue kembali sesi sesian ketar ketir se sesi sama cc gue
692,"@vrilliu__ Fifty"" siðŸ˜­
Ptm enk bisa ghibah+dpt jajan
Pjj enk karna g ush bangun subuh""",fifty ptm enak gibah dapatjajan pjj enak karena usah bangun subuh
693,"@vrilliu__ ptm, walaupun capek tp materi alhamdulilah masuk ðŸ˜­",ptm walaupun capek materi alhamdulilah masuk
694,@collegemenfess Sebelum pandemi yang namanya PTM juga mahasiswa dateng ke kampus walaupun itu jauh. Maaf ya agak salty tapi ya emang gini konsekuensinya. Dan emang ini yg namanya perjuangan. Dari sini tau kan?,sebelum pandemi namanya ptm mahasiswa dateng kampus walaupun jauh maaf agak salty emang konsekuensinya emang namanya perjuangan dari tau
695,"@yessgurl_ AKU PTM UDH DARI LAMA TPI MULAI HARI INI DARING LAGI, HAMPIR SELURUH BALI SERENTAK
MENGECEWAKAN MURID SJAðŸ˜ž",aku ptm sudah dari lama tpi mulai daring lagi hampir seluruh bali serentak mengecewakan murid saja
696,@sleepyfumii udah ptm bagi yang dibolehin,sudah ptm bagi dibolehin
697,"PTM itu kenapa gadibuat sefleksibel mungkin aja, zaman udh mulai bergesar jadi mau gamau harus adapt dengan cepat begituuu. Toh klo jadi daring sementara gamengubah prinsip bahwasannyya pendidikan harus dilaksanakan scr langsung krn kita blm siap scr daring, khusus wil lgi tinggi https://t.co/KP2dxSELfc",ptm dibuat sefleksibel mungkin aja zaman sudah mulai bergesar jadi mau gamau adaptasi cepat begitu kalau jadi daring sementara mengubah prinsip bahwasannya pendidikan dilaksanakan secara langsung karena belum siap secara daring khusus wil lagi tinggi
698,"@gongtcng BENER tiap malem aku bobo 12 jam ðŸ‘ðŸ‘ okeee TAPI JANGAN PAGI AKU MSIH PTM, SEMANGAT YA KAKA KURY  â™¡__â™¡",bener tiap malem aku bobo jam okay jangan pagi aku ptm semangat
699,"@convomf ptm, males banget",ptm males banget
700,"1 minggu ptm, 1 minggu belajar di rumah. tp kl belajar dirumah rasanya kaya libur ðŸ˜¶",ptm belajar rumah kalau belajar rumah rasanya kaya libur
701,"[cm] menurut kalian gimana, aku juga pengen ptm,  tapi daerahku jauh dan kampus nerapin sistem zonasi, apakah aku harus nekat iku ptm? terimakasih semuanya https://t.co/26fkJL1Dj0",cuma menurut kalian aku pengen ptm daerahku jauh kampus nerapin sistem zonasi aku nekat ikut ptm terimakasih semuanya
702,ptm 50% sesinya pake ganjil genap biar bisa kalo praktek sekelompok sama doi xixixixixi https://t.co/dc0gOnbdle,ptm sesinya pakai ganjil genap biar kalau praktek sekelompok sama doi xixixixi
703,Sekolah pjj/ptm ?,sekolah pjj ptm
704,"@fadlizon Saya termasuk orang yg antusias dgn PTM, tp kondisi sekarang ngeriÂ² sedap jg.  Tiap anak pulang sekolah trs ngeluh sakit kepala pikiran dah kemanaÂ².
Krna ada ada teman sekelas anak saya yg terpapar minggu kemaren.",saya termasuk antusias ptm kondisi sekarang ngeri sedap tiap anak pulang sekolah ngeluh sakit kepala pikiran dah kemana karena ada ada teman sekelas anak saya terpapar kemarin
705,alhamdulillah masih ptm:) https://t.co/bqzbdDb7Yh,alhamdulillah ptm
706,"@minjuting Iya disekolah udah nugas, balik nugas lagi:&lt; biasanya kalau pjj paling nugas ampe sore ~ selesai , ini ptm kek balik sekolaj nugas lagi.",iya sekolah sudah nugas balik nugas lagi biasanya kalau pjj paling nugas sampai sore selesai ptm kayak balik sekolah nugas lagi
707,@yusufgunawan Masih maksa PTM @PemkotMalang ?,maksa ptm
708,CUMA GW MAU PTM YA ALLAH https://t.co/aoqSbMuSkC,cuma gue mau ptm allah
709,"RT @ariestarico2: Evaluasi PTM harus benar benar dilakukan secara selektif dan terukur.

Jika memang harus ada evaluasi pelaksanaan PTM, seâ€¦",evaluasi ptm benar benar selektif terukur memang ada evaluasi pelaksanaan ptm
710,"Lah yaudah si wkwkw kok pada heran sama yg mau pjj, lu kalo seneng ptm kaga usah maksa2 orang buat suka ptm juga lol. Beda skolah, beda pengajar, beda cara belajar, tai. https://t.co/UWMm3qGsew",yaudah wkwk heran sama mau pjj kalau seneng ptm usah maksa buat suka ptm lol beda sekolah beda pengajar beda cara belajar tai
711,"ya Allah smoga senin ptm pls, gue sgt lh cpek dgan pjj ni. cuma egk mwu egois klo nie virus sdank merajalela",ya allah semoga ptm pls gue sangat capek pjj cuma mau egois kalau virus sedang merajalela
712,@httpsnctjeno SAMA PLIS. Padahal udah seru ptm yaðŸ˜”,sama plis sudah seru ptm
713,"@jokowi Jangan Lupa PTM 101 persen.. jangan dilonggarkan.. wkwkwkw
Biar JUTAAN ORANG OMICRON PER HARI..wkwkwkkw",jangan lupa ptm persen jangan dilonggarkan wkwk biar jutaan omicron wkwk
714,gue mau full PTM anj bukan 50% PTM!!!,gue mau full ptm anjing bukan ptm
715,"Ya kali tgl 14 feb udah disuruh PTM, tuh bocah2 mending kalo udah divaksin, lah ini vaksin aja belum ada yg buat 5th kebawah ðŸ¥², sekolah aneh

Maksa banget sih ckckck",yakali tanggal feb sudah disuruh ptm bocah mending kalau sudah divaksin vaksin aja belum ada buat kebawah sekolah aneh maksa banget ckckck
716,"@subschfess Ptm, karena kalau ptm materi diterangin langsung sama guru, alias jadi ngerti, ga sebego waktu pjj",ptm karena kalau ptm materi diterangin langsung sama guru alias jadi ngerti bego pjj
717,"@schfess 50% deh. Sebenernya lebih suka PTM 100% cuma keadaan ga memadai, jadi 50% aja :(",deh sebenernya lebih suka ptm cuma keadaan memadai jadi aja
718,SEMOGAA PTM TRUSðŸ™ðŸ» AMIN AMINðŸ˜”,semoga ptm amin amin
719,"RT @DokterAri: Setuju PTM ditunda sampai 1 bulan ke depan,penularan memang bisa terjadi saat disekolah,ini terjadi pada kerabat kami,anaknyâ€¦",setuju ptm ditunda sampai penularan memang terjadi disekolah terjadi kerabat anaknya
720,semoga sekarang bukan hari terakhir PTM ðŸ˜”,semoga sekarang bukan ptm
721,Terimakasih untuk ptm sebulannya welcome Season 2 ðŸ™ŒðŸ™Œ,terimakasih ptm welcome season
722,morning moots!!! akhir akhir ini ptm banyak banget tugas,morning moots ptm banyak banget tugas
723,"@SEORYOUN9 @schfess nah iya ini, aku udh kelas 12 dan bener2 butuh ptm 100% sedih bgt baru aja sebulan ngerasain 100% udh pjj lagi:((",iya aku sudah kelas bener butuh ptm sedih banget aja sebulan ngerasain sudah pjj lagi
724,Padahal dahh nyaman ptm sekarang daring lagii njirrðŸ˜­,dah nyaman ptm sekarang daring lagi njir
725,"Udh paling bener PTM 50% aja ga sih,ini ke 2x nya sklh gua PJJ (lagi) setelah beberapa minggu PTM 100%",sudah paling bener ptm aja sekolah gua pjj lagi setelah beberapa ptm
726,@lovxeezrt udah sarapan? hari ini daring atau ptm? di jaga semangat nya okee!! happy friday ðŸ¤¸â€â™€ï¸ðŸ¤¸â€â™€ï¸,sudah sarapan daring ptm jaga semangat okay happy friday
727,"Baru aja kmrin bahagia krena ptm ,skrg udah pjj lagi",aja kemarin bahagia karena ptm sekarang sudah pjj lagi
728,"DEMII TD AK KESIANGAN BANGUN, KIRAIN PJJ TETNYATA PTM SKRG ðŸ˜­ðŸ˜­ðŸ˜­",aku kesiangan bangun kirain pjj ternyata ptm sekarang
729,@_supra_ @fadlizon @jokowi @aniesbaswedan Kewenangan penghentian PTM di kepala daerah. Trus anies minta luhut yg hentikan PTM. Yg dungu siapa? ðŸ¤£ðŸ¤£ðŸ¤£,kewenangan penghentian ptm kepala daerah anies minta luhut hentikan ptm dungu
730,semaleman nangis sampe mata kayak kodok. ni gimane ceritanya ptm dngan mata smbab spt kodok ðŸ˜©ðŸ¤’ðŸ™‚,semalaman nangis sampai mata kayak kodok ceritanya ptm mata sembab seperti kodok
731,ðŸ’™ ppp hari ini aku ptm terus ga mandi karena bangun telat banget,aku ptm mandi karena bangun telat banget
732,@schfess PTM 50% kalo masuk semua ribut kalo PJJ SMK ngga bisa praktik,ptm kalau masuk semua ribut kalau pjj smk praktik
733,"@gloriovvs Iy ih, pdhl uda nyaman ptmðŸ˜­ðŸ˜­",iya ihh sudah nyaman ptm
734,case covid lagi naik naiknya dan sekolah gw next week mau ptm?? buru buru bgt sih kalo kata gw,case covid lagi naik naiknya sekolah gue next week ptm buru buru banget kalau kata gue
735,"@subschfess plissss gue gak bisa belajar pjj, selalu aja ada halanganny klo lg mau belajar. tekanan batin pula di rumah, pokonya sikon di rumah ga mendukung utk pjj. gue prefer ke ptm, selain jd gampang ngerti jd ky ada semangat lebih gitu, pulang sklh nyusun rencana smp rumah kerjain apa gt",plis gue belajar pjj selalu aja ada halangannya kalau lagi mau belajar tekanan batin pula rumah pokonya situasi kondisi rumah mendukung pjj gue prefer ptm selain jadi gampang ngerti jadi ky ada semangat lebih pulang sekolah nyusun rencana smp rumah kerjain
736,@mvurxli pdhl ptm lebih seru:(,ptm lebih seru
737,"Gw tu ngedukung PTM ko.. cm ga semua ortu yg ngedukung PTM ngasih anaknya fondasi yg kuat bwt bermasker.. itu yg bikin sebel siihh.. akhirnya cm pesen ""jangan deket2 aman temen kakak yg ga pke masker. Itu namanya ga bertanggung jawab""",gue ngedukung ptm cuma semua tua ngedukung ptm ngasih anaknya fondasi kuat buat masker sebel akhirnya cuma pesen jangan deket aman temen pakai masker namanya tanggung jawab
738,@schfess W sih setuju ptm 50% sama pjj ðŸ—¿,setuju ptm sama pjj
739,"@subschfess Ptm, krn udah mau deket2 daftar sman jdi belajarnya hrs bener bener bisa pahamðŸ¥²",ptm karena sudah mau deket daftar sman jdi belajarnya bener bener paham
740,"PTM gpp siihh asal full mask, no minum n no makan di sekolah.. lah ini pas gurunya ngejelasin aja maskernya diturunin.. ada anak ga pke masker ga dpt sanksi jg.. yasalaaaam.. welcome Omicron ðŸ™ƒðŸ™ƒ",ptm asal full masker minum makan sekolah gurunya ngejelasin aja maskernya diturunin ada anak pakai masker dapat sanksi yasalam welcome omicron
741,"@satriohendri kl yg ini akuh gak setuju dulu ya sm pak Anies, maaf pak @aniesbaswedan  lanjut PTM! Yok yok pintar anak2 generasi muda, jd pintar biar gak gampang dijajah sm 'penjajah lokal rasa kolonial'",kalau aku setuju sama anies maaf lanjut ptm yok yok pintar anak generasi muda jadi pintar biar gampang dijajah sama penjajah lokal rasa kolonial
742,@haitanisfavo Sedih lihatnya:(( pdhal seruan ptm gak sih?,sedih lihatnya seruan ptm
743,@jjaehyu_k Ahhhhh enak bgt ptm,ah enak banget ptm
744,"klo ptm wajib, kalo daring ya engga https://t.co/TTnUfktror",kalau ptm wajib kalau daring
745,"Selama ptm banyak banget tugas kelompokðŸ˜­
Hari libur kayak gak ada rasanya gara2 kerkom terusðŸ˜­",selama ptm banyak banget tugas kelompok libur kayak ada rasanya gara kerja kelompok
746,ngomong doang tanggal 4 ptm asu lo,ngomong doang tanggal ptm asu
747,"@convomf ptm dan ""mungkin"" besok senin masi ptm juga sie tapi 50% ðŸ˜”",ptm mungkin besok ptm sie
748,pdhl baru aja seneng ptm 100% skrg ginj lagiðŸ˜”,aja seneng ptm sekarang lagi
749,"@jjaehourly42 2in
Mls plss udh nyaman ptmðŸ˜­",mls pls sudah nyaman ptm
750,"@chewbaacaa makasiii, enakan PTM ðŸ˜„",makasih enakan ptm
751,KACAU HAJSJSJSJSJS PLIS GA PENGEN DARING LAGIIIIIII AAAAA UDAH NYAMAN PTM PLS PLS PLS ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­,kacau hajsjsjsjsjs plis pengen daring lagi aaaaa sudah nyaman ptm pls pls pls
752,dahal dh enak ptm 100% ðŸ˜–,sudah enak ptm
753,"@subschfess tergantung, kalo ptm lebih masuk materi nya dan bener2 'belajar' dan bisa ketemu temen, kalo pjj lebih teratur aja buat belajar utbk sendiri tp kebanyakan tugas sih..",tergantung kalau ptm lebih masuk materi bener belajar ketemu temen kalau pjj lebih teratur aja buat belajar utbk sendiri kebanyakan tugas
754,"@rbytriur baru semalem dikasih kabar mendadak banget, ptm 50% ikut aturan pemerintah..
padahal aku udah ngerencanain banyak buat hari ini:(",semalam dikasih kabar mendadak banget ptm ikut aturan pemerintah aku sudah ngerencanain banyak buat
755,sepertinya hari ini terakhir ptm tapi kenapa hrs ada ulangan fisikaaaa harusnya mah santai santaiii,sepertinya ptm ada ulangan fisika mah santai santai
756,"@schfess Gue kyknya otw pjj si, semoga aja rencana ptm 100% gajadi",gue kayaknya way pjj semoga aja rencana ptm gajadi
757,"ptm tu malesnya klo pas lg siap siap aja si... skrng udah agak gapapa ptm, yg dr awal pertama kali sekolah takut bgt kalo ptmðŸ˜­",ptm malesnya kalau lagi siap siap aja sekarang sudah agak ptm dari awal pertama sekolah takut banget kalau ptm
758,@convomf aku masih pjj wkwkw harusnya minggu ini udah ptm tapi lagi rawan jadi ptmnya pas bulan maret,aku pjj wkwk sudah ptm lagi rawan jadi ptmnya maret
759,pas awal ptm 100% aku uninstall gcr. udah pede bgt bakal ptm terus. sekarang balik pjj jadi mesti install gcr lagiðŸ˜­,awal ptm aku uninstall gcr sudah pede banget bakal ptm sekarang balik pjj jadi mesti install gcr lagi
760,"udah nyaman ptm mendadak pjj lagi, hdhhhhh ðŸ˜­ðŸ‘Ž",sudah nyaman ptm mendadak pjj lagi hadeh
761,"orang orang pada pjj, gue kayaknya mau ptm, soalnya ngadain survey belajar luring",pjj gue kayaknya mau ptm soalnya ngadain survey belajar luring
762,anjgg malu banget setann gua ke lapangan tapi ternyata ptm di berhentikan anjggggggg PANTESSS banyakk yang puter balekkk oasuuu,anjing malu banget setann gua lapangan ternyata ptm berhentikan anjing pantes banyak puter balik asu
763,@xxrbcot YA GUE NANYANYA PJJ APA PTM BLOKKKK. GUE GA NANYA MASALAH LPJ. BTW GUE MUAK BANGET ANJ SAMA KATA LPJ,ya gue nanyanya pjj ptm goblok gue nanya masalah lpj way gue muak banget anjing sama kata lpj
764,@pojokmojokerto adduh gmn ya sekolah ku malah full 100% ptm udh tanpa sesi arek e ya ndablek dikls gak gae masker:(,aduh sekolah malah full ptm sudah sesi arek ndablek kelas gae masker
765,"pgnn sii pjj, tapi jangan tbtb hari iniiiðŸ˜«ðŸ˜« maunya senin ajaa, skrg masi enak ptm",pengen pjj jangan tiba tiba maunya aja sekarang enak ptm
766,"@JiminJake27 Iyaaa banyak pasti, memaksakan sekalii buat ptm",iya banyak pasti memaksakan sekalii buat ptm
767,"@jokowi sudah melonjak pak, anak buah bapak, pak Luhut malah nolak anies meniadakan PTM 100%, kan udah ngomong kenaikan BOR 3x lipat diluar negeri dibanding delta, pas delta aja kita hancur pak gimana nanti, mbok ya omongan itu konsisten pak. Emg Covid ada obatnya ? Ngga ada pak",sudah melonjak anak buah bapak luhut malah nolak anies meniadakan ptm sudah ngomong kenaikan bor lipat diluar negeri dibanding delta delta aja hancur nanti mbok omongan konsisten emg covid ada obatnya ada
768,"@Muljati Iya
Makanya di gelombang ketiga ini, kampung banyak banget yg kena. 
Emang gejala ga parah sih, tapi ngeri kannn. 
ðŸ˜­
Mana tetep PTM 100%
ðŸ¤•",iya makanya gelombang kampung banyak banget kena emang gejala parah ngeri tetap ptm
769,@convomfs masi ptm.. gasiap daring lagi seriusan,ptm gasiap daring lagi seriusan
770,"masi agak gimana gitu yang hari ini awalny ptm langsung dibatalin jadi pjj, tapi.. ah sudahlah",agak awalnya ptm langsung dibatalin jadi pjj ah sudahlah
771,"RT @mouldie_sep: Ada satu sekolah di Bekasi
PTM ditutup pemerintah
Tapi tetep masuk
Ngga usah pake seragam
:(

Kenapa tetep PTM? Karena mosâ€¦",ada sekolah bekasi ptm ditutup pemerintah tetap masuk usah pakai seragam tetap ptm karena mos
772,@hnurwahid @aniesbaswedan lha orang dari pertama PTM terbatas. SMA 28 pasar minggu ud dari minggu kemarin PJJ krn covid,dari pertama ptm terbatas sma pasar ud dari kemarin pjj karena covid
773,@convomf daring njir..baru sebulan ptm yang smst 2.. anjirlah,daring njir ptm semester anjir
774,@schfess MENDING PTM 50% PLIZZZ:) saya gamau sepenuhnya pjj kek gini.,mending ptm plis saya gamau sepenuhnya pjj kayak
775,"tau dah terserah ptm pjj gajih gue tetap full, tapi jujur gue kesel masa iya baru juga 2 hari ptm masa tiba tiba pjj lagi bisa nangis anak anak ku di kelas ðŸ˜­ðŸ˜­ðŸ˜­ https://t.co/i0tsq5kKMw",tau dah terserah ptm pjj gajih gue tetap full jujur gue kesel masa iya ptm masa tiba tiba pjj lagi nangis anak anak kelas
776,ptm capek tugasnya lebih byk,ptm capek tugasnya lebih banyak
777,@wonrikclouds dr minggu kmrn udh tp gk tau deh ktnya mingdep ptm lg,dari kemarin sudah tau deh katanya ptm lagi
778,"ucap siswa yang malas2an
 
gua sebagai mahasiswa yg susah masuk materi nya kalau daring cant relate. bgst buruan ptm, gua benci di rumah terus https://t.co/imY5X6CWEm",ucap siswa malasan gua sebagai mahasiswa susah masuk materi kalau daring cant relate bangsat buruan ptm gua benci rumah
779,"@fahiraidris @rmol_id Betul. Ribut2 doang soal sdh masuk gelombang 3, tp anak2 sekolah yg msh imut2 tetep mash PTM",betul ribut doang soal sudah masuk gelombang anak sekolah imut tetap ptm
780,"hari ini hari terakhir ptm seminggu berangkat seminggu nggak, minggu besok udah mulai ptm selang seling hari hhhhh loyo",ptm berangkat besok sudah mulai ptm selang seling haha loyo
781,"RT @PartaiSocmed: Pak @jokowi, DPR saja sudah melakukan pembatasan aktivitas mengapa kebijakan sekolah wajib PTM 100% belum dicabut? Apa haâ€¦",dpr saja sudah melakukan pembatasan aktivitas mengapa kebijakan sekolah wajib ptm belum dicabut ha
782,"sedih bgt PTM 50% :( pdhl seru bgt kalau 100%, tch mana absen 1-18 dluan. aku absen 16 njer ðŸ™‚",sedih banget ptm seru banget kalau tch absen duluan aku absen njer
783,"RT @nynov: @CNNIndonesia Dzalim ya pak luhut ini, anak saya yg masih sd dipaksa ptm 100%, ortu ga dikasi pilihan untuk pjj, padahal sudah aâ€¦",dzalim ya luhut anak saya sd dipaksa ptm tua dikasi pilihan pjj sudah
784,"RT @Mey_elyaser: @CNNIndonesia Daerah tetangga DKI saja PTM dihentikan tanpa minta izin pusat, sementara yang DKI sudah minta izin malah diâ€¦",daerah tetangga dki saja ptm dihentikan minta izin pusat sementara dki sudah minta izin malah
785,"@francmohede @aniesbaswedan tempo hari pak luhut bilang klo mau selamat ikuti aturan pemerintah. nah skrg ajuan ptm distop malah ditolak, resiko penularan pasti kian banyak, resiko hospitalisasi juga naik.",tempo luhut kalau mau selamat ikuti aturan pemerintah sekarang ajuan ptm distop malah ditolak resiko penularan pasti kian banyak resiko hospitalisasi naik
786,"@schfess makanya aku lebih suka ptm, walaupun tugas tetep ada hapalan jga makin banyak tapi aku ngerti ga kek pjj taunya nyatet terus, keriting jari kuðŸ˜­ðŸ˜©",makanya aku lebih suka ptm walaupun tugas tetap ada hapalan makin banyak aku ngerti kayak pjj taunya nyatet keriting jari
